abandon,"動詞,放棄,名詞,放縱,放任"
alphabetical,"按字母表順序的,例,按字母順序,源希臘語第一個字母阿爾法,希臘語第二個字母貝塔按字母表順序的,類,字典按照字母順序編編年史按照年代順序編,依字母順序的,字母的"
already,"副詞,已經"
also,"也,同樣,而且,還"
alter,"改變,改服裝使之更為合身,閹割,割除動物,如貓或狗的卵巢,例,這些衣服得修改,天氣幾乎天天變化參,爭論,口角,交替,間隔,類易碎的容易破碎有延展性的的容易改變"
alternate,"交互的,輪流的,輪流,使,交替"
although,"連接詞,雖然"
altruism,"利他主義,記法,其他,主義"
altruistic,"利他的,无私心的,為他人無私慷慨,有關"
aluminium,"鋁,號元素,符號,化鋁,鋁的"
amalgam--0,"記前後兩個結合混合,混合物,汞合金,采礦汞合金,汞齊"
amalgamate,"合並,混合例,那所學校將和另一所學校合並反,分離,隔離,使分解,分派,分配"
amass,"積聚,尤指財富,例,每次戰爭壟斷資本家們都大發橫財參,巨大的,大屠殺,使與汞混合,合并"
amateur,"形容詞,業餘的,外行的,名詞,業餘從事者,外行"
amateurish,"記,業余愛好者,愛,表示人有愛好的人業餘愛好者,業余愛好的,不熟練的,參,多情的,傾心的,被迷住的,業余的,非職業的,不熟練的"
amazement,"驚奇,驚異,驚訝"
amazing,"形容詞,驚人的,令人吃驚的"
ambidextrous--0,"雙手靈巧的,十分靈巧的,記法,二,右的"
ambiguity,"名詞,意義不明確,模稜兩可的話"
ambiguous,"含糊其詞的,可作多種解釋的,類含糊的不清晰虛假的不真實含糊的不容易理解顯眼的不容易忽視"
ambition,"大志,雄心,野心"
ambivalence,"同時存在的矛盾情感,如又愛又恨,衍"
ambivalent--0,"心情矛盾的,模棱兩可的,含糊不定的,要離開家了,我心裡喜憂參半"
amble,"記走,我是球,所以只能漫步,不然就記,基努李維,的,漫步在雲端,的,漫步,諧音,這是最喜歡看的電影,漫步,緩行,尤指馬步,例,這匹馬正在溜蹄行走,根走,我是球,所以只能漫步,參,救護車,前言,序言,區,充足的,豐富的,像充足的,緩行,溜蹄"
ambrosial,食物或者氣味特別美味的
ambush,"動詞,埋伏下,伏擊,名詞,埋伏,伏擊"
ameliorate--0,"使改善,改進,改進,改善,變好"
amenable,合適的
amenable--0,"愿服從的,順從的,通情達理的例,他通情達理根領導,能,的能接受領導的順從的反,敵意的,頑抗的"
amend--0,"修正,改善,改良,改過自新"
amendment,"修正案,改正,修補,改善"
amends,"修訂,改善,的第三人稱單數現在式,名,賠罪,賠償"
amenity,"環境,設備等的舒適,人性化,融洽,和諧"
amenity,便利設施
amiable,"友好的,和藹可親的"
amiable,可親
amicable,"友好的例,用友好的方式解決問題根,源于拉丁語朋友,拼阿瞇對人特友好,用一個麥克風對別人唱歌友好的區強調自身的性格和藹可親,強調對外界的態度友好,多一個開口向外,表示對外界反,敵意的"
amicable,和的
amity,"和睦,親善,國與國之間,友好關係"
amity,和睦
amnesia,"記不,非,記憶,病沒有記憶的病健忘症,健忘症,由休克,刺激,大腦損傷或疾病引起的記憶缺失,健忘症"
amnesty,"記不,非,記憶不記仇赦免,大赦,特赦,府對犯法行為,尤其是政治罪犯給予的普遍赦免行為,例,有幾個罪犯受到特赦,尤指對反政府政治犯的,特赦"
among,"介系詞,在,之中,被,所環繞"
amorously,風趣地
amorphous,無定形的
amorphous--0,"不定形的,無確定形態的,沒有明確結晶結構的,例,我弄不懂你那些亂七八糟的想法參,變形,變質,形態學"
amortize,"記一點兒,死,使,使一點一點兒的死分期償還,如果讓你一次付清,你肯定去跳樓了,分期償還,用分期付款和償債基金的形式償清債務,如抵押,參,不朽的,死亡率,反,突然增加負責,分期清償"
amount,"總數,總額,數量,合計,總共達"
amounting,"總數,總額"
amounts,數量
amphibian,"記,兩方,生命,兩方都有生命兩棲動物,兩棲動物,皮膚光滑的冷血脊椎動物,水陸兩用飛行器,根,兩方,生命,兩方都有生命兩棲動物,讀俺,讀肺,拼變俺肺變我的肺可以變成腮兩棲動物,類,有可能是迷惑,小鷹是一種鳥青蛙是一種兩棲動物小羊是一種哺乳動物,兩棲類的,水陸兩用的,兩棲動物,水陸兩用飛機,水陸兩用的平底車輛"
ample,"足夠的大量的,豐富的"
amplify--0,"動詞,放大,聲音等,擴大"
amplitude,"廣闊,丰富,振幅,物理學名詞"
amulet,"記一塊,拼木,讓一塊木頭讓你避邪尤其是桃木桃木是可以避邪的,大家在出游的時候就可以買到桃木做的寶劍,斧頭和佛珠等避邪物,護身符,尤指套在脖子上的用以避開邪惡和傷害的縫製物,類,辟邪物用來避免邪惡頭盔用來避免傷害,護身符"
amuse,"娛樂,逗樂,使高興,使有趣"
amusement,"娛樂,樂趣娛樂活動,文娛活動"
amusing,"形容詞,好玩的,引人發笑的"
amusingly,有趣地
an,"冠詞,一個,一種"
anachronism,"時間錯置,衍,例,解,此字原意是,時間上的錯置,如古代人物使用現代科技,如蘇軾登入他的,帳號,但引申意思更常用,不合時宜的人事物,觀念,如例句,填空常考,和,時間的,與溫度無關,這兩個字的內在關聯"
anachronistic,"時代錯誤的,記法,不,錯誤,時間"
anaerobic,"記非,不,空氣不需空氣的厭氧的,特指微生物,厭氧的,參,厭氧微生物可在無氧環境下生存的一種有機體,反,活在氧氣中的,呼吸,需要氧氣的,微沒有空氣而能生活的,厭氧性的"
anagram,"記錯誤,分開,字母,寫,圖字母位置寫錯變位詞,變位詞,由顛倒字母順序而構成的字,字謎游戲,用隨意選出的一組字母組成單詞的游戲,例,是的變位詞,由顛倒字母順序而構成的字,片語"
analgesia,"無痛覺,痛覺喪失,記,無,不,痛"
analgesic,"鎮痛劑,止痛的,字根,痛"
analgesic,止痛藥
analogous--0,"相似的,可比擬的同功的"
analogy,"類似,相似類推,類推法"
analyze,"分析,解析"
anarchist,"記無,不,統治,人不喜統治的人無政府主義者,無政府主義者,類,無政府主義者的特征是反叛辯論者的特征是辯護,無政府主義者不要政府廢奴主義者不要奴隸製,無政府主義者"
anarchist,無政府主義者
anarchy,"無政府狀態,政治混亂"
anathema,"詛咒,咒逐,宗革出教門,被咒逐的人,物"
anathema,厭惡
anatomical--0,"解剖的,解剖學上的,構造上的,變,解剖學"
ancestor,"祖宗,祖先,動物品種的原型,被繼承人"
ancestry,"起源,出身,血統,祖先,家世"
anchor,"鐵錨,停泊,拋錨,用錨系住,它是指在超文本中當前選取的部分,可以是字,字串或是一個內嵌式圖形"
ancient,"已往的,古代的,遠古的,舊式的"
ancillary,輔助的
ancillary--0,"補助的,輔助的,類"
and,"和,以及,而且,並且,那麼"
anecdote,"名詞,軼事,祕史"
anecdote,軼事
anemia,"記非,無,血,病無血病貧血,貧血,貧血症,血液中含氧成分的缺失,比如血紅蛋白和紅血球,反,貧血的,強壯的,矍鑠的,貧血,貧血症"
anemic,貧血的
anesthetic,"止痛劑,無感覺的,麻木的"
anesthetic,麻醉藥
angel,"天使,守護神,可愛的人"
anger,"生氣,怒,憤怒,使發怒,發怒"
angered,"怒,生氣"
angle,"角,角落,釣魚,奪取,追逐,轉變角度,使轉動角度"
angry,"形容詞,生氣的,憤怒的"
anguish,"痛苦,苦惱,使極苦悶,使極痛苦,感到痛苦"
angular,"記一塊,拼骨,讀了就剩下一塊骨頭了消瘦的,有角的,指人,瘦骨嶙峋的,例,角速度,有角的"
anhydrous--0,"記無,非,水,形容詞后綴無水的,無水的,尤指無結晶水的,例,無水化合物,參,使脫水,碳水化合物,反,濕的,無水的"
animal,"動物,生命,精神"
animals,"動物,複數"
animate,動畫
animate--0,"形容詞,有生命的,活潑的,有活力的,動詞,賦予生命,繪製,卡通影片"
animated,"形容詞,活躍的,卡通,片,的"
animation,"動畫片,卡通片,動畫製作"
animosity--0,"憎恨,仇恨,記法,動物,城市,動物恨城市"
animous--0,"名詞,敵意,惡意,法庭判他意圖遺棄,基本態度,主導精神,律意圖"
animus,"敵意,憎恨"
animus,無生命
annals--0,"編年史,歷史,歷史記載,年報"
annex--0,"合併,使合併,附加,併吞附屬建築,附屬機構,附庸"
annexation,"記一個,下一個一個接著一個的吞併吞並是侵略者所為,侵略者的本質就決定了它們的擴張政策,它們從沒有滿足過,比如小日本一個接一個的吞並我國的大部分城市,並吞,把一個地區並入國家或城市,附加,從屬于一個更大或更有意義的事物,例,德國並吞捷克斯洛伐克,根連接使國土連接吞並,合并"
annihilate--0,"殲滅,消滅,徹底擊潰,毀滅"
annotate--0,"註解,字根,標示"
announce,"宣佈,顯示,預告,當報幕員,宣佈參加競選"
announces,宣布
annoy,"動詞,惹惱,使生氣,使煩惱"
annoy,煩惱
annoyance,"名詞,惱怒,打擾,討厭的東西,或人"
annoyed,"形容詞,惱怒的,氣惱的"
annoying,"形容詞,惱人的,使人煩惱的"
annoys,"惹惱,使生氣,使煩惱"
annul,"宣告無效如婚約,契約或法律,取消"
annul,廢除
anodyne--0,"止痛的,安慰的,無刺激力的,平淡乏味的"
anoint--0,"拔擢,軟膏,衍,解,常用於,評論者做評論,或,上位者對屬下的欽點,的上下文中"
anomalous--0,"異於平常的,不規則的"
anomaly,"不一樣的事物,衍,源,就是,不一樣,例,植物學家,解,用,來來記不要翻成,異形,變態,是中性字眼,不一樣的事物,不帶有評價"
anonymity--0,"匿名,作者不詳,記法,無,名稱,名字"
anonymous,"無記錄,作者不詳的,佚名的,無名的"
anonymous,匿名
anorexia,"記,非,無,食欲,病無食欲的病厭食症,一個,不,拼熱,病一個不熱的病厭食症,很因為不吃食物就不能攝入卡路裡,就不能產生熱量,因疾病而起的,厭食症,例,神經性食欲缺乏,食欲減退,厭食"
another's,別人的
another,"另外的,再一,不同的另外一個,另一個人,同類的東西"
another’s,別人的
answer,"答案,回答,答辯,回答,符合,適應,響應,回答,負責,成功,符合"
answers,答案
antagonism,"敵對,敵對的,相反的,不相容的,使對立,使為敵"
antagonize,"敵對,與,對抗,參,對抗,敵對,類懦弱因為被脅迫憤怒因為被敵對反,安撫,勸解"
antagonize,對抗
antarctic,"南极的,地理,南极地带的,南极洲,南极地区"
antecedence,"記前,走在前面走優先,居先,優先,反,后退,答應,加入,先行,先前"
antecedent--0,"尤指作為後來存在或發生之事的起因或起源的前事,前情,先例,祖先,查爾斯巴貝奇的機械電腦是現代電腦的前身"
antedate,"比正確日期早的日期,提早日期,居先"
antedated--0,"比,早發生的,先於日期的"
antediluvian,前陸
antediluvian--0,"聖經中所說的,大洪水前的,上古的,古風的,大洪水以前的人,很老的人,老古董"
antenna,"名詞,觸角,觸鬚,天線"
anterior,"先前的,時間上先發生的,例,洪水前的各個時期,根前,參,長者,上級的,下級的,內部的,外部的,前面的,在前的"
anterior,前部
anthem,"國歌,校歌,頌歌"
anthology--0,"選集,名詩選集,名言集,文選"
anthropogenic--0,"由人類造成的,人的產生"
anthropologist,"人類學家,是表示人類的字根"
antibiotic,"形容詞,抗生的,抗菌的,名詞,抗生素,抗菌素"
antibody,"記反,身體抗體,抗體,針對某種抗原如細菌或毒素而產生的蛋白質,可消滅細菌或削弱其作用,中和有機毒素,形成免疫力,類,食物的功能是滋養身體抗體的功能是保護身體,抗體"
antic,"記源自意大利語,一些古羅馬雕塑中稀奇古怪的花樣,與,古董,來自同一詞源,有時是的,滑稽可笑的,荒誕古怪的,滑稽動作,小丑,例,這猴子做出幾種滑稽動作,丑角,滑稽動作,奇特的,滑稽可笑的"
antic,滑稽的
anticipate,"預期,期望,過早使用,先人一著,占先,預訂,預見,可以預料"
anticipates,"預期,期望,預料"
anticipatory,"預期的,期望著的,提前發生的,反,回顧的,與期望相反的,預料的,預想的"
anticlimax,"記反,高潮反高潮虎頭蛇尾,急轉而下,與先前的上升相比呈出令人失望的下降,虎頭蛇尾,在一系列重要事件後以微不足道或平淡結尾,突降法,突減,虎頭蛇尾"
antidote--0,"矯正方法,解毒藥,解毒劑"
antiguity,古老
antihistamine--0,"記反,他,她,我反他她我反大家過敏容易傳染,不幸的他,她和我都被傳染了,這時就需要吃反他她我的藥一種治療過敏的抗組織胺劑,藥抗組胺劑,用於消除過敏及感冒中組織胺生理作用的藥物,藥抗組胺劑"
antipathy--0,"厭惡,反感例,我討厭貓參,冷漠,同情,反,友愛,仁愛心,善行,堅定的喜愛"
antiquated,"過時的,舊式的,古老的"
antique,"古董,古物,舊式的,過時的"
antiquity,"古老,年代久遠,尤指中世紀前流傳下來的,古代古跡,古物古代的風俗習慣古人們"
antiseptic,"防腐的,殺菌的,消過毒的,防腐劑,殺菌劑"
antithesis,"相反的事物,反,衍,例,解,兩個互相對立的事物,此字出現在填空表示轉折,要選相反字"
antithetical--0,"完全對立的,相反的"
anvil,"記讀安危喔鐵砧真是痛苦,我很同情它,每天被鐵錘所蹂躪與踐踏,過著安危不定的生活,鐵砧,頂端平整光滑用來錘鍛金屬成型的厚重鋼板或鐵塊,例,諺好砧不怕錘打,類,組合工具,錘子砸在鐵砧上研棒砸在研缽上,解砧骨"
anxiety,"掛念,憂慮,渴望,熱望"
anxious--0,"憂慮的,焦急的,渴望的,急要的"
any,"形容詞,任何的,副詞,用於疑問句,否定句,子句中,少許,稍微,代名詞,任何一個"
anything,"什麼事,無論什麼事,一切"
aorta,"記讀嘿毆他嘿,快看那不是李嗎毆打他,直到主動脈出血為止,主動脈,血管的主干道,大動脈"
apart,"形容詞,分開的,相間隔的,副詞,分開地,相間隔地"
apathetic--0,"漠不關心的,源,漠不關心就是,沒有感覺"
apathy,"冷漠,指對有普遍重要性或吸引力的事情缺乏興趣或關心,例,他不思飲食,對,冷淡,反,熱情"
apathy,冷漠
apex,"最高點,頂點,舌尖例,她紅運到頂"
aphorism,格言
aphorism--0,"格言,警語,諺語,蘊含真理或看法的精練語句,類簡潔是格言的特點扭曲誇張是漫畫的特點"
apiary,"記一個,拼屁,場所養屁股上有一個針的動物的場所蜂房,養蜂場,蜂房,尤指為釀蜜而養蜂的場所,例,他有一個養蜂場,根蜂,場所養蜂場參考,大型鳥舍,類,蜂房養蜜蜂籠子養寵物,養蜂場,蜂房"
aplomb,"沉著,泰然,垂直,法文垂直"
apocalyptic,世界末日的
apocalyptic--0,"天启的,启示录的,决定性的,预示大灾变的"
apocrypha,"偽經,不足憑信或作者不明的書,源原指新約外傳由七十個人翻譯的拉丁語聖經中的十四卷,由于不是希伯來聖經的一部分而沒有被新教接受為經典,所以稱之為偽經但是羅馬天主教經典接受了其中的十一卷並將其收入杜埃版聖經根,遠離,隱藏,神秘的,隱藏的,遠非珍藏之物偽經,遠離,哭遠遠的哭因為買了偽經,當著大家的面哭太沒面子了反,正經"
apocryphal,"原意指聖經的偽經,眾所皆知但不一定為真的事"
apocryphal,隱密的
apogee--0,"最高點,源,源指天文學上的,遠地點,因為星球離離地球最遠時看起來最高,故為,最高點,衍,反義字,近地點,最低點,字源來來自"
apologize,"賠禮,道歉,認錯"
apoplectic,"記一首,流行歌曲,讓一首流行歌曲讓人中風,因為中風者一般是老一輩的人們,他們接受新事物的能力較弱,如果天天叫他們聽一些,之類的勁歌,第一反應應是極度憤怒至臉紅,然後頭部血管爆裂導致中風,極度憤怒至臉紅的中風的,由于腦部或其他部位的血管爆裂導致神經功能的突然損害,以至於突然失去行動,感覺,思考的能力,患中風者,中風的,易患中風的"
apoplectic,中風的
apostasy,叛教
